feature,mean_shap,abs_mean_shap,std_shap,type
ECFP6_3655,-1.4161047e-05,0.0008343198,0.0025239259,ECFP6 Fingerprint
ECFP6_94,-0.00018914253,0.00083399995,0.0022993898,ECFP6 Fingerprint
ECFP6_3216,0.00015323145,0.00082871894,0.0028706975,ECFP6 Fingerprint
ECFP6_2639,-2.140467e-05,0.00082138245,0.002526133,ECFP6 Fingerprint
mordred_nHetero,0.00053639524,0.00081697543,0.0016968508,Mordred 2D
ECFP6_88,2.6430436e-05,0.0008071548,0.0042370986,ECFP6 Fingerprint
ECFP6_102,7.176048e-05,0.00077598135,0.002846146,ECFP6 Fingerprint
ECFP6_828,5.171579e-05,0.0007669964,0.0032005417,ECFP6 Fingerprint
ECFP6_1066,5.597354e-05,0.00076309673,0.0017379482,ECFP6 Fingerprint
ECFP6_2795,-2.201085e-06,0.0007601996,0.0025212048,ECFP6 Fingerprint
ECFP6_2213,9.146975e-05,0.0007601846,0.0022521387,ECFP6 Fingerprint
MACCS_130,-0.00031738117,0.00073923776,0.0016928161,MACCS Key
ECFP6_3839,-5.5289165e-05,0.00072518614,0.0025414028,ECFP6 Fingerprint
MACCS_83,0.00032972684,0.0007147086,0.0017460721,MACCS Key
ECFP6_2983,-2.174594e-05,0.000713013,0.0014456501,ECFP6 Fingerprint
mordred_NsssN,-4.9514834e-05,0.0007060583,0.0016572147,Mordred 2D
ECFP6_3914,-3.4892044e-05,0.00070401153,0.0015320339,ECFP6 Fingerprint
ECFP6_3500,2.2212955e-05,0.0007022909,0.0016461199,ECFP6 Fingerprint
ECFP6_147,-0.00017965256,0.00069939095,0.0025716294,ECFP6 Fingerprint
ECFP6_2281,0.0003326211,0.0006941369,0.0023497073,ECFP6 Fingerprint
ECFP6_2944,0.00015839844,0.0006941285,0.0017668733,ECFP6 Fingerprint
MACCS_142,-2.9400408e-05,0.0006919704,0.0015379619,MACCS Key
ECFP6_1272,-0.0003125038,0.00068075466,0.0027028827,ECFP6 Fingerprint
ECFP6_1512,-2.9828698e-05,0.000667048,0.0032818737,ECFP6 Fingerprint
ECFP6_1931,0.00023985149,0.0006659474,0.0029200097,ECFP6 Fingerprint
ECFP6_4026,0.0001613412,0.000663281,0.001928125,ECFP6 Fingerprint
MACCS_148,3.1136406e-05,0.0006626608,0.001770406,MACCS Key
ECFP6_4057,-1.3304577e-05,0.00065294415,0.0018035773,ECFP6 Fingerprint
MACCS_74,-0.00014594477,0.00063245854,0.0017243297,MACCS Key
mordred_naHRing,-9.582447e-05,0.0006312381,0.0012070973,Mordred 2D
mordred_Xc-6d,-0.00010559863,0.00062060263,0.0013159249,Mordred 2D
ECFP6_2828,2.6761956e-05,0.0006142598,0.0031130926,ECFP6 Fingerprint
ECFP6_2534,2.4983201e-05,0.00057513337,0.0015343027,ECFP6 Fingerprint
ECFP6_699,5.1935636e-05,0.00057450845,0.0015524344,ECFP6 Fingerprint
rdkit_fr_thiazole,-5.517678e-07,0.0005607503,0.0014010284,RDKit 2D
ECFP6_2793,4.20841e-05,0.0005565249,0.0021687413,ECFP6 Fingerprint
ECFP6_1292,-0.00016798648,0.0005535746,0.0023547977,ECFP6 Fingerprint
ECFP6_1162,2.6332717e-05,0.0005513947,0.0018497845,ECFP6 Fingerprint
mordred_n10FaHRing,5.572591e-05,0.000541523,0.0017313035,Mordred 2D
MACCS_81,3.756039e-05,0.0005384809,0.0014684587,MACCS Key
ECFP6_725,8.912442e-05,0.0005379466,0.0013457094,ECFP6 Fingerprint
ECFP6_3031,-4.235693e-06,0.00053562166,0.0025908332,ECFP6 Fingerprint
ECFP6_2926,-9.1914146e-05,0.00053286686,0.0016451476,ECFP6 Fingerprint
ECFP6_2766,4.539923e-05,0.00051825057,0.0011851316,ECFP6 Fingerprint
ECFP6_1308,-2.540868e-05,0.00051058916,0.0015740084,ECFP6 Fingerprint
MACCS_122,-0.00011614401,0.000508355,0.0012397509,MACCS Key
MACCS_19,-0.0001011638,0.0005016151,0.0021379814,MACCS Key
ECFP6_623,-2.479694e-05,0.0004999077,0.0025293035,ECFP6 Fingerprint
ECFP6_984,8.987833e-05,0.00049712666,0.0017805991,ECFP6 Fingerprint
ECFP6_695,-3.4813012e-05,0.00049462536,0.0014015113,ECFP6 Fingerprint
MACCS_99,9.0785325e-05,0.0004920299,0.0010979078,MACCS Key
MACCS_50,0.00028461358,0.00048773384,0.0013849399,MACCS Key
ECFP6_1783,9.6977645e-05,0.0004732625,0.0016783316,ECFP6 Fingerprint
mordred_nS,0.00011803922,0.0004710491,0.00091286807,Mordred 2D
ECFP6_2940,-2.1367427e-05,0.0004670546,0.0019872652,ECFP6 Fingerprint
MACCS_73,1.2193947e-05,0.00046140872,0.00155571,MACCS Key
ECFP6_779,-2.1159378e-05,0.00045754877,0.0027783974,ECFP6 Fingerprint
MACCS_72,-7.0932154e-05,0.00045650717,0.0014126819,MACCS Key
ECFP6_2590,0.00016058642,0.00045618706,0.002995835,ECFP6 Fingerprint
ECFP6_1145,0.0001480383,0.00045553703,0.0010057717,ECFP6 Fingerprint
ECFP6_1336,0.000100042766,0.00045441953,0.0015607792,ECFP6 Fingerprint
mordred_nFaRing,3.3302702e-05,0.00045381603,0.0009666729,Mordred 2D
ECFP6_1101,4.7335194e-05,0.00044039064,0.0012167344,ECFP6 Fingerprint
ECFP6_864,3.4697186e-05,0.00043533428,0.0015947939,ECFP6 Fingerprint
ECFP6_2041,-5.6286342e-05,0.00043491958,0.001700298,ECFP6 Fingerprint
ECFP6_1649,2.9104625e-05,0.0004330417,0.0015201932,ECFP6 Fingerprint
ECFP6_1747,-4.8270726e-05,0.00043262047,0.0016730386,ECFP6 Fingerprint
ECFP6_2088,-7.018214e-05,0.00043135858,0.0022737228,ECFP6 Fingerprint
MACCS_89,3.0497818e-05,0.0004313219,0.0013263018,MACCS Key
ECFP6_230,1.6954265e-05,0.00042940874,0.0021175449,ECFP6 Fingerprint
ECFP6_2091,-8.090583e-05,0.00042885944,0.0017765024,ECFP6 Fingerprint
ECFP6_2974,3.202165e-05,0.00042851904,0.0012245129,ECFP6 Fingerprint
rdkit_fr_amidine,-2.6103502e-05,0.00042795355,0.0017122225,RDKit 2D
ECFP6_1233,6.906368e-05,0.0004249372,0.0014416613,ECFP6 Fingerprint
ECFP6_1920,2.8858027e-05,0.00042061444,0.0016722057,ECFP6 Fingerprint
MACCS_128,-3.0999367e-05,0.00041718342,0.00084463094,MACCS Key
ECFP6_3665,-3.8025973e-05,0.00041327294,0.0015294685,ECFP6 Fingerprint
ECFP6_4000,-3.718918e-05,0.00041030155,0.0012925494,ECFP6 Fingerprint
ECFP6_843,-0.00010501503,0.00040351454,0.0018177399,ECFP6 Fingerprint
ECFP6_1447,-6.089261e-06,0.00040351067,0.0015746176,ECFP6 Fingerprint
ECFP6_2052,-3.522318e-05,0.00040158705,0.0016688264,ECFP6 Fingerprint
ECFP6_1689,4.7258512e-05,0.00039352398,0.0017296888,ECFP6 Fingerprint
ECFP6_3190,-8.929674e-05,0.00038830462,0.001703243,ECFP6 Fingerprint
MACCS_156,-0.00011940388,0.00038703592,0.0012232673,MACCS Key
rdkit_fr_unbrch_alkane,6.830573e-05,0.0003850238,0.0019035116,RDKit 2D
rdkit_NumAromaticCarbocycles,1.3020068e-05,0.00037767945,0.0013212028,RDKit 2D
ECFP6_2787,0.00010053668,0.00037347787,0.0013930097,ECFP6 Fingerprint
mordred_n10FaRing,-3.686943e-05,0.00037171633,0.0010039462,Mordred 2D
ECFP6_811,-7.655148e-06,0.00036752457,0.0015947146,ECFP6 Fingerprint
ECFP6_261,-2.6841133e-05,0.00035798576,0.0014467671,ECFP6 Fingerprint
ECFP6_2895,6.110189e-05,0.00035480905,0.0013038632,ECFP6 Fingerprint
ECFP6_951,-1.2339743e-05,0.00035472363,0.0014620352,ECFP6 Fingerprint
ECFP6_3778,4.260953e-05,0.00034602018,0.0013580744,ECFP6 Fingerprint
ECFP6_1973,-1.4439748e-05,0.0003453773,0.0018277853,ECFP6 Fingerprint
ECFP6_740,-3.53426e-05,0.00034292042,0.0014150672,ECFP6 Fingerprint
ECFP6_2289,1.4085209e-05,0.00034114943,0.0015286714,ECFP6 Fingerprint
ECFP6_1693,-3.6691534e-05,0.00033881358,0.0016367014,ECFP6 Fingerprint
ECFP6_3465,4.0543004e-05,0.00033840473,0.0015895944,ECFP6 Fingerprint
ECFP6_641,0.000108679196,0.00033672256,0.0015602733,ECFP6 Fingerprint
ECFP6_1916,-1.9721067e-05,0.00033531306,0.0017883268,ECFP6 Fingerprint
ECFP6_3862,-9.919143e-06,0.00033420013,0.001403903,ECFP6 Fingerprint
ECFP6_950,3.6982547e-05,0.00033388488,0.0013786004,ECFP6 Fingerprint
ECFP6_3549,7.627051e-05,0.00032944017,0.0011329764,ECFP6 Fingerprint
ECFP6_242,-2.7490323e-05,0.0003266908,0.0014572333,ECFP6 Fingerprint
ECFP6_92,2.0642963e-05,0.00032657356,0.0013029623,ECFP6 Fingerprint
ECFP6_1475,6.1713963e-06,0.00032466292,0.0016245585,ECFP6 Fingerprint
ECFP6_1972,3.3414886e-05,0.00032416428,0.0010797854,ECFP6 Fingerprint
MACCS_153,-4.8313304e-05,0.00031927365,0.0009999566,MACCS Key
ECFP6_1285,-7.212975e-05,0.00031377064,0.0017950517,ECFP6 Fingerprint
ECFP6_1589,-2.9370975e-05,0.00031334642,0.0011685374,ECFP6 Fingerprint
MACCS_137,5.5225566e-05,0.0003119598,0.0011853224,MACCS Key
ECFP6_3766,-6.449743e-05,0.00029644117,0.0012183232,ECFP6 Fingerprint
ECFP6_561,1.3942961e-05,0.0002962533,0.000777352,ECFP6 Fingerprint
rdkit_NumSaturatedHeterocycles,-2.714161e-06,0.00029266387,0.000982325,RDKit 2D
ECFP6_441,8.854778e-05,0.00028817105,0.0012091044,ECFP6 Fingerprint
MACCS_86,-7.25921e-05,0.00028583047,0.000861918,MACCS Key
ECFP6_961,4.1783565e-05,0.00028472196,0.0010179067,ECFP6 Fingerprint
ECFP6_932,4.745555e-05,0.00027979462,0.0010929886,ECFP6 Fingerprint
ECFP6_1520,-5.1631494e-05,0.000274363,0.0013737166,ECFP6 Fingerprint
rdkit_fr_C_O,8.566176e-06,0.00026574027,0.0007403048,RDKit 2D
ECFP6_1045,9.176808e-05,0.000263998,0.0011286313,ECFP6 Fingerprint
ECFP6_675,-1.3932336e-05,0.00026306347,0.0009549089,ECFP6 Fingerprint
MACCS_121,-6.5814994e-08,0.00025406896,0.00065756025,MACCS Key
MACCS_120,1.8384544e-05,0.00025242436,0.0006457716,MACCS Key
ECFP6_750,-1.9265955e-05,0.0002512397,0.0010813748,ECFP6 Fingerprint
ECFP6_1792,-4.031839e-05,0.00024772502,0.0012374811,ECFP6 Fingerprint
ECFP6_1050,-4.354591e-05,0.00024492497,0.0011260951,ECFP6 Fingerprint
ECFP6_745,-0.00010403478,0.00023973006,0.00087891496,ECFP6 Fingerprint
mordred_NsCH3,0.00010582367,0.00023526611,0.0006434574,Mordred 2D
MACCS_100,3.171986e-05,0.00023260212,0.0010291791,MACCS Key
ECFP6_3203,-6.0720882e-05,0.00023181342,0.0010130209,ECFP6 Fingerprint
MACCS_161,8.578885e-05,0.0002213774,0.0006276879,MACCS Key
MACCS_43,9.981149e-06,0.00021433711,0.0012252278,MACCS Key
ECFP6_3291,8.3417e-05,0.00021202896,0.000792249,ECFP6 Fingerprint
MACCS_71,6.1566294e-05,0.00020499766,0.0005806277,MACCS Key
ECFP6_1496,9.7108365e-05,0.00020492477,0.0008133486,ECFP6 Fingerprint
ECFP6_3652,-1.9699974e-05,0.00019950011,0.0009491121,ECFP6 Fingerprint
MACCS_149,-1.9628567e-05,0.00019715879,0.00070108904,MACCS Key
ECFP6_2128,1.4966994e-05,0.00018325404,0.0005553896,ECFP6 Fingerprint
MACCS_119,-2.1753143e-05,0.00017828221,0.0005378663,MACCS Key
mordred_NaasN,-1.6153914e-05,0.00017720184,0.0006721676,Mordred 2D
ECFP6_1536,-8.276647e-06,0.0001698393,0.00062947645,ECFP6 Fingerprint
ECFP6_2455,1.7815879e-05,0.00016006512,0.0008391134,ECFP6 Fingerprint
ECFP6_2801,1.8880108e-05,0.00014648095,0.0005185094,ECFP6 Fingerprint
ECFP6_1922,5.1010455e-05,0.0001431525,0.00076613907,ECFP6 Fingerprint
ECFP6_266,4.0957257e-05,0.00012152129,0.00063689705,ECFP6 Fingerprint
ECFP6_1603,-4.814522e-05,0.00011394648,0.0005333555,ECFP6 Fingerprint
mordred_nRing,-4.502253e-05,9.994274e-05,0.0004899981,Mordred 2D
ECFP6_2685,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2722,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2735,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2742,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2750,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2751,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2752,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2755,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2758,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2553,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2569,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2571,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2572,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2578,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2621,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3801,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_382,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3827,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_383,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3847,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_385,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3858,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2630,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2638,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2640,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2412,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2419,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2429,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2440,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2443,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2461,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3958,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3976,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3978,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3774,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_249,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2521,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2537,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2285,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2307,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3867,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3880,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3890,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3897,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3900,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_394,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3956,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2327,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2342,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2349,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2359,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2365,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2377,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2400,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2151,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2155,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2162,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2169,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_221,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2224,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2241,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2251,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_GhoseFilter,0.0,0.0,0.0,Mordred 2D
ECFP6_2014,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2028,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2034,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_204,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2046,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2047,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2056,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2115,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2122,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2127,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3984,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4001,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4033,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4040,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4058,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4065,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4066,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4086,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_4092,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_42,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2300,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1009,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1049,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1060,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1940,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1951,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1062,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1063,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1980,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2004,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_110,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1104,0.0,0.0,0.0,ECFP6 Fingerprint
rdkit_fr_Al_OH,0.0,0.0,0.0,RDKit 2D
rdkit_fr_ArN,0.0,0.0,0.0,RDKit 2D
MACCS_75,0.0,0.0,0.0,MACCS Key
MACCS_76,0.0,0.0,0.0,MACCS Key
rdkit_fr_methoxy,0.0,0.0,0.0,RDKit 2D
rdkit_fr_piperdine,0.0,0.0,0.0,RDKit 2D
ECFP6_1028,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_87,0.0,0.0,0.0,MACCS Key
rdkit_fr_sulfonamd,0.0,0.0,0.0,RDKit 2D
ECFP6_1811,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1820,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1847,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1851,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1860,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1863,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1872,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_189,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1910,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_322,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_NaaS,0.0,0.0,0.0,Mordred 2D
ECFP6_3240,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_NdCH2,0.0,0.0,0.0,Mordred 2D
mordred_NdNH,0.0,0.0,0.0,Mordred 2D
mordred_NddssS,0.0,0.0,0.0,Mordred 2D
MACCS_158,0.0,0.0,0.0,MACCS Key
MACCS_159,0.0,0.0,0.0,MACCS Key
ECFP6_3264,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_164,0.0,0.0,0.0,MACCS Key
ECFP6_3275,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_28,0.0,0.0,0.0,MACCS Key
ECFP6_3303,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_44,0.0,0.0,0.0,MACCS Key
ECFP6_3321,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_52,0.0,0.0,0.0,MACCS Key
MACCS_66,0.0,0.0,0.0,MACCS Key
MACCS_70,0.0,0.0,0.0,MACCS Key
ECFP6_3330,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_NssSe,0.0,0.0,0.0,Mordred 2D
ECFP6_3338,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_NssssC,0.0,0.0,0.0,Mordred 2D
mordred_NtN,0.0,0.0,0.0,Mordred 2D
ECFP6_1692,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3349,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1723,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1726,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3052,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_135,0.0,0.0,0.0,MACCS Key
ECFP6_3059,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_138,0.0,0.0,0.0,MACCS Key
MACCS_141,0.0,0.0,0.0,MACCS Key
ECFP6_3076,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3082,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_31,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3125,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3168,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1731,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3372,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_175,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1757,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_34,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3435,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1795,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1582,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3439,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3489,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1611,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1627,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_350,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1664,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1665,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_168,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3508,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_496,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_497,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_524,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_547,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3542,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_573,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_591,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_609,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_619,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_318,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_125,0.0,0.0,0.0,MACCS Key
ECFP6_319,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_SMR_VSA2,0.0,0.0,0.0,Mordred 2D
ECFP6_1457,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1466,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2928,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2990,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1480,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1487,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3003,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1507,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3661,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3360,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3369,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_302,0.0,0.0,0.0,ECFP6 Fingerprint
MACCS_118,0.0,0.0,0.0,MACCS Key
ECFP6_3026,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2835,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2842,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_451,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_454,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_488,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1574,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_158,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1364,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1365,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1366,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1373,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1383,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1385,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1405,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1417,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1430,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1434,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1443,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2846,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1451,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_1454,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2857,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2864,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2879,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_878,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_883,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_885,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_2889,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3564,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_940,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_943,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_357,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3575,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_3578,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_981,0.0,0.0,0.0,ECFP6 Fingerprint
ECFP6_36,0.0,0.0,0.0,ECFP6 Fingerprint
mordred_n10FAHRing,0.0,0.0,0.0,Mordred 2D
